                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.5303,                 1.3912,                 1.5869,                 0.6918,                0.51733,                0.45032,                0.25234,                 1.9054,                  1.591,                 2.1441,              0.0010612,              0.0010612,              0.0010612
                     16,                  1.528,                 1.3749,                 1.5768,                 0.5799,                0.48247,                0.38726,                0.21272,                 1.8057,                 1.8224,                 2.0602,              0.0010329,              0.0010329,              0.0010329
                     17,                  1.487,                 1.3373,                 1.5424,                0.53435,                0.46152,                0.36937,                0.20292,                 1.8797,                 1.8524,                 2.0591,              0.0010046,              0.0010046,              0.0010046
                     18,                 1.4715,                 1.3012,                 1.5284,                0.57668,                0.46362,                0.34923,                0.21399,                 1.7309,                  1.753,                 1.9215,             0.00097629,             0.00097629,             0.00097629
                     19,                 1.4594,                 1.2648,                 1.5125,                0.61225,                0.47797,                0.39388,                0.22201,                 1.7378,                 1.6427,                 1.9628,               0.000948,               0.000948,               0.000948
                     20,                 1.4536,                 1.2545,                 1.5011,                 0.6855,                0.37656,                0.43014,                0.26342,                 1.6542,                 1.7591,                 1.9066,              0.0009197,              0.0009197,              0.0009197
                     21,                 1.4291,                  1.224,                 1.4888,                0.54287,                0.51251,                0.37305,                0.21045,                 1.7766,                  1.722,                 1.9101,             0.00089141,             0.00089141,             0.00089141
                     22,                 1.4156,                 1.2173,                 1.4864,                0.55038,                0.50359,                0.37581,                0.22896,                 1.5963,                 1.6781,                 1.8505,             0.00086312,             0.00086312,             0.00086312
                     23,                 1.4056,                 1.1827,                 1.4685,                0.64601,                0.35693,                0.41759,                0.25103,                 1.6431,                 1.6474,                 1.8741,             0.00083482,             0.00083482,             0.00083482
                     24,                 1.3946,                 1.1693,                 1.4585,                0.46444,                0.50711,                0.35864,                0.20483,                 1.7016,                 1.8102,                 1.8919,             0.00080653,             0.00080653,             0.00080653
                     25,                 1.3828,                 1.1521,                 1.4449,                0.44266,                0.52396,                0.38665,                0.21864,                 1.7131,                 1.5993,                 1.9099,             0.00077823,             0.00077823,             0.00077823
                     26,                 1.3741,                 1.1428,                 1.4403,                0.54262,                0.53526,                0.40402,                0.23492,                 1.6766,                 1.4757,                  1.872,             0.00074994,             0.00074994,             0.00074994
                     27,                 1.3599,                   1.13,                 1.4298,                0.53238,                0.48111,                0.54016,                0.36019,                 1.6888,                 1.6101,                 1.8956,             0.00072164,             0.00072164,             0.00072164
                     28,                 1.3468,                 1.1028,                 1.4198,                0.46743,                0.46867,                0.35658,                0.20678,                 1.8291,                 1.7422,                 1.9555,             0.00069335,             0.00069335,             0.00069335
                     29,                 1.3352,                 1.0926,                 1.4112,                 0.3948,                0.45056,                0.33129,                0.19669,                 1.6907,                 1.7486,                 1.8628,             0.00066506,             0.00066506,             0.00066506
                     30,                 1.3323,                 1.0825,                 1.4076,                0.63895,                0.41744,                0.42113,                0.25508,                 1.6773,                 1.5887,                 1.9174,             0.00063676,             0.00063676,             0.00063676
                     31,                 1.3117,                 1.0665,                 1.3919,                0.53862,                0.46747,                0.36585,                 0.2122,                  1.802,                 1.7009,                 1.9856,             0.00060847,             0.00060847,             0.00060847
                     32,                 1.3147,                 1.0511,                 1.3927,                0.68495,                0.37056,                0.45039,                0.27244,                 1.7486,                 1.5338,                 1.9909,             0.00058017,             0.00058017,             0.00058017
                     33,                 1.2952,                 1.0295,                 1.3805,                0.38986,                0.66803,                0.36409,                0.21501,                 1.7857,                 1.7073,                 1.9428,             0.00055188,             0.00055188,             0.00055188
                     34,                 1.2928,                 1.0225,                 1.3789,                0.51151,                0.50516,                0.37636,                0.22103,                 1.6546,                 1.6033,                  1.891,             0.00052359,             0.00052359,             0.00052359
                     35,                 1.2761,                 1.0045,                 1.3657,                0.50998,                 0.5384,                 0.3905,                0.22961,                 1.6848,                 1.5027,                 1.8772,             0.00049529,             0.00049529,             0.00049529
                     36,                 1.2721,                 1.0056,                 1.3605,                0.53451,                0.51276,                0.37052,                0.22275,                 1.7231,                 1.5797,                 1.9189,               0.000467,               0.000467,               0.000467
                     37,                 1.2699,                0.99584,                  1.362,                0.47207,                0.50711,                0.37878,                0.21963,                 1.7059,                 1.6553,                 1.8935,              0.0004387,              0.0004387,              0.0004387
                     38,                 1.2506,                0.99188,                 1.3525,                0.55968,                0.49006,                0.38412,                0.21589,                 1.7843,                 1.5857,                  1.987,             0.00041041,             0.00041041,             0.00041041
                     39,                 1.2535,                 0.9694,                 1.3412,                0.55198,                0.50701,                0.40068,                0.24116,                 1.7043,                 1.5665,                 1.9141,             0.00038211,             0.00038211,             0.00038211
                     40,                 1.2315,                0.95799,                 1.3337,                0.58549,                0.48924,                0.38235,                0.22735,                 1.6321,                 1.5603,                 1.8056,             0.00035382,             0.00035382,             0.00035382
                     41,                 1.1833,                0.82186,                 1.3129,                0.62132,                0.51582,                0.44451,                0.26045,                 1.6043,                 1.3099,                 1.7814,             0.00032553,             0.00032553,             0.00032553
                     42,                 1.1649,                 0.7944,                 1.3026,                0.50119,                0.52971,                0.41202,                0.23684,                 1.6621,                 1.5848,                 1.8215,             0.00029723,             0.00029723,             0.00029723
                     43,                 1.1456,                0.78795,                 1.2914,                0.50911,                0.48506,                0.38788,                0.23655,                 1.6179,                 1.7128,                 1.8324,             0.00026894,             0.00026894,             0.00026894
                     44,                 1.1324,                0.77117,                 1.2819,                0.52688,                0.48451,                0.39985,                0.23536,                 1.6805,                 1.6789,                 1.8422,             0.00024064,             0.00024064,             0.00024064
                     45,                 1.1228,                0.76129,                 1.2787,                 0.5191,                0.50136,                0.39069,                0.22579,                 1.7539,                 1.7033,                 1.9589,             0.00021235,             0.00021235,             0.00021235
                     46,                 1.1112,                0.74687,                 1.2653,                0.50552,                0.49324,                0.38512,                0.23343,                 1.7505,                 1.7729,                  1.919,             0.00018406,             0.00018406,             0.00018406
                     47,                 1.1103,                0.73931,                 1.2684,                0.48302,                0.52324,                0.40404,                 0.2466,                  1.679,                 1.5967,                 1.8756,             0.00015576,             0.00015576,             0.00015576
                     48,                 1.0987,                0.72915,                 1.2543,                0.50173,                0.51851,                 0.4118,                0.25923,                 1.6321,                 1.5795,                 1.8329,             0.00012747,             0.00012747,             0.00012747
                     49,                 1.0792,                0.72002,                 1.2468,                0.52892,                0.50146,                0.42931,                0.26227,                 1.6082,                  1.498,                 1.8207,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     50,                 1.0805,                0.71553,                 1.2475,                0.57142,                 0.4939,                0.43022,                0.25695,                 1.6599,                 1.6211,                  1.849,             7.0878e-05,             7.0878e-05,             7.0878e-05
